"operator","inout_travelling","network_type","rating","calldrop_category","latitude","longitude","state_name"
"BSNL","Indoor","Unknown","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Travelling","4G","3","Satisfactory","16.7251848","75.0655871","Karnataka"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","16.730005","75.0677042","Karnataka"
"RJio","Indoor","4G","3","Poor Voice Quality","16.7251844","75.0655883","Karnataka"
"RJio","Indoor","4G","3","Poor Voice Quality","16.7251845","75.0655881","Karnataka"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","16.725187","75.0655613","Karnataka"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Travelling","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","15.8618284","74.5212435","Karnataka"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","16.7251702","75.0655911","Karnataka"
"BSNL","Outdoor","3G","3","Satisfactory","22.6554418","88.3595308","West Bengal"
"VI","Outdoor","Unknown","5","Satisfactory","19.06932746","72.99621617","Maharashtra"
"VI","Indoor","Unknown","1","Poor Voice Quality","19.06932746","72.99621617","Maharashtra"
"VI","Outdoor","Unknown","5","Satisfactory","19.06932746","72.99621617","Maharashtra"
"BSNL","Outdoor","3G","3","Satisfactory","22.58799791","88.36709261","West Bengal"
"BSNL","Outdoor","3G","4","Satisfactory","22.58500119","88.36668555","West Bengal"
"VI","Outdoor","Unknown","5","Satisfactory","19.06932746","72.99621617","Maharashtra"
"VI","Outdoor","Unknown","5","Satisfactory","19.06542876","73.00274012","Maharashtra"
"RJio","Travelling","4G","4","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","5","Satisfactory","19.07043319","72.99748935","Maharashtra"
"BSNL","Indoor","3G","4","Satisfactory","22.58500119","88.36668555","West Bengal"
"BSNL","Travelling","Unknown","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","30.115503","78.281945","Uttarakhand"
"RJio","Indoor","4G","5","Satisfactory","12.95659393","77.48974137","Karnataka"
"RJio","Indoor","4G","4","Satisfactory","26.90439457","75.7998772","Rajasthan"
"RJio","Indoor","Unknown","1","Poor Voice Quality","30.115503","78.281945","Uttarakhand"
"RJio","Outdoor","4G","3","Satisfactory","30.11545782","78.28188131","Uttarakhand"
"RJio","Indoor","4G","1","Poor Voice Quality","30.11545782","78.28188131","Uttarakhand"
"RJio","Indoor","4G","2","Poor Voice Quality","30.11545782","78.28188131","Uttarakhand"
"VI","Outdoor","Unknown","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","30.11545782","78.28188131","Uttarakhand"
"RJio","Outdoor","4G","1","Call Dropped","26.90439457","75.7998772","Rajasthan"
"RJio","Indoor","4G","3","Satisfactory","30.1155489","78.2817724","Uttarakhand"
"Airtel","Indoor","4G","1","Poor Voice Quality","10.78827247","76.0475963","Kerala"
"Airtel","Indoor","4G","4","Satisfactory","10.78832146","76.04786779","Kerala"
"Airtel","Indoor","4G","2","Poor Voice Quality","16.48201184","81.15151692","Andhra Pradesh"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Outdoor","Unknown","5","Satisfactory","19.07110337","72.99658421","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","Unknown","3","Satisfactory","30.1155451","78.2817791","Uttarakhand"
"RJio","Travelling","4G","5","Satisfactory","23.0327388","79.01734633","Madhya Pradesh"
"BSNL","Travelling","4G","5","Satisfactory","26.83212477","80.95094048","Uttar Pradesh"
"BSNL","Travelling","Unknown","5","Satisfactory","26.83191766","80.95057125","Uttar Pradesh"
"VI","Indoor","Unknown","5","Satisfactory","19.06835624","73.0022052","Maharashtra"
"RJio","Travelling","Unknown","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","10.80096045","76.23081707","Kerala"
"VI","Travelling","3G","1","Call Dropped","23.3402305","73.5383231","Gujarat"
"VI","Travelling","4G","1","Call Dropped","23.28296634","73.58849713","Gujarat"
"VI","Travelling","4G","1","Poor Voice Quality","25.61050711","74.59580629","Rajasthan"
"BSNL","Travelling","3G","5","Satisfactory","11.73596443","79.0168929","Tamil Nadu"
"VI","Outdoor","4G","2","Poor Voice Quality","25.83784752","74.61676308","Rajasthan"
"VI","Travelling","4G","1","Call Dropped","25.83784752","74.61676308","Rajasthan"
"VI","Indoor","Unknown","5","Satisfactory","19.07153495","72.9967625","Maharashtra"
"RJio","Outdoor","Unknown","1","Poor Voice Quality","30.10832501","78.29317484","Uttarakhand"
"RJio","Outdoor","4G","3","Satisfactory","30.10832501","78.29317484","Uttarakhand"
"RJio","Indoor","4G","3","Satisfactory","30.10832501","78.29317484","Uttarakhand"
"VI","Indoor","Unknown","5","Satisfactory","19.1467935","72.93446884","Maharashtra"
"Airtel","Travelling","Unknown","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","30.1085937","78.29354401","Uttarakhand"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Travelling","4G","1","Call Dropped","-1","-1","NA"
"BSNL","Travelling","4G","5","Satisfactory","26.8321292","80.95076156","Uttar Pradesh"
"Airtel","Outdoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","4","Satisfactory","26.90863238","75.8029407","Rajasthan"
"RJio","Indoor","4G","4","Satisfactory","26.90863238","75.8029407","Rajasthan"
"RJio","Indoor","4G","3","Satisfactory","30.1085937","78.29354401","Uttarakhand"
"RJio","Indoor","4G","3","Satisfactory","30.1085937","78.29354401","Uttarakhand"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Travelling","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Travelling","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Travelling","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","5","Satisfactory","19.07161425","72.99670466","Maharashtra"
"VI","Outdoor","Unknown","5","Satisfactory","19.07161132","72.99671149","Maharashtra"
"VI","Outdoor","Unknown","5","Satisfactory","19.0693078","72.9998045","Maharashtra"
"VI","Outdoor","Unknown","5","Satisfactory","19.07161132","72.99671149","Maharashtra"
"VI","Outdoor","Unknown","5","Satisfactory","19.07161132","72.99671149","Maharashtra"
"RJio","Indoor","Unknown","2","Poor Voice Quality","30.1085937","78.29354401","Uttarakhand"
"BSNL","Travelling","Unknown","5","Satisfactory","26.91501061","81.00773907","Uttar Pradesh"
"BSNL","Travelling","Unknown","5","Satisfactory","26.91501061","81.00773907","Uttar Pradesh"
"RJio","Indoor","4G","4","Satisfactory","26.9144322","75.7989054","Rajasthan"
"RJio","Outdoor","4G","4","Satisfactory","26.89044017","75.81028719","Rajasthan"
"RJio","Outdoor","4G","3","Satisfactory","30.1085937","78.29354401","Uttarakhand"
"VI","Outdoor","Unknown","5","Satisfactory","19.0666701","72.99808033","Maharashtra"
"Airtel","Outdoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","Unknown","1","Call Dropped","-1","-1","NA"
"BSNL","Travelling","4G","5","Satisfactory","26.91501061","81.00773907","Uttar Pradesh"
"BSNL","Travelling","Unknown","5","Satisfactory","26.91501061","81.00773907","Uttar Pradesh"
"BSNL","Travelling","Unknown","5","Satisfactory","26.87282447","80.99163036","Uttar Pradesh"
"RJio","Travelling","4G","4","Satisfactory","26.89044017","75.81028719","Rajasthan"
"RJio","Travelling","4G","5","Satisfactory","23.03270867","79.01737156","Madhya Pradesh"
"RJio","Travelling","4G","4","Satisfactory","26.89044017","75.81028719","Rajasthan"
